content,score,source,app,clean_review,sentiment_score,sentiment_label,cluster
Worst àpp...my name is abhishek . I am the student of SSC non technical exam. Unacademy only making money by giving offer to the student but they are not providing quality content to student. Our maths and gs classes by sumit sir and Jeet sir are removed by unacademy. Our study is effected by the change in app. They are only doing business...no worry about student career and demand. No options available for students. Worst worst worst application. I am never recommended it to anybody.,1,AppStore,Unacademy,worst ppmy name is abhishek  i am the student of ssc non technical exam unacademy only making money by giving offer to the student but they are not providing quality content to student our maths and gs classes by sumit sir and jeet sir are removed by unacademy our study is effected by the change in app they are only doing businessno worry about student career and demand no options available for students worst worst worst application i am never recommended it to anybody,-0.9835,Negative,3
"Completely Fraud Company 
Removed entire team while a ongoing batch was going and they do not give refund after this 
Never give them a single penny in any subscription",1,AppStore,Unacademy,completely fraud company removed entire team while a ongoing batch was going and they do not give refund after this never give them a single penny in any subscription,-0.624,Negative,2
"Classes don’t get uploaded here at right time,currently there is a delay of 3 days going on.",1,AppStore,Unacademy,classes dont get uploaded here at right timecurrently there is a delay of  days going on,-0.3182,Negative,2
This platform is Abhinav Bindra type scam. They tell you to recommend foolish course for others and pay for it.,1,AppStore,Unacademy,this platform is abhinav bindra type scam they tell you to recommend foolish course for others and pay for it,-0.5719,Negative,2
A app without any ethics they are stopping live class for kerala PSC,1,AppStore,Unacademy,a app without any ethics they are stopping live class for kerala psc,-0.1531,Negative,2
I enrolled for CA foundation and recently they removed all the teachers of ekagrata batch and now just before exam they have restricted the previous lectures of the formers teachers. Hopeless app in the name of support they provide no help. I lost my money and time so if you are thinking to enroll do consider other platforms because unaccademy  doesn’t think about students all they just want is money,1,AppStore,Unacademy,i enrolled for ca foundation and recently they removed all the teachers of ekagrata batch and now just before exam they have restricted the previous lectures of the formers teachers hopeless app in the name of support they provide no help i lost my money and time so if you are thinking to enroll do consider other platforms because unaccademy  doesnt think about students all they just want is money,-0.5267,Negative,2
Whenever i play some lectures from the past the app starts to hang and the app stops responding. My app is updated still this problem. Please fix this problem asap else won’t be able complete missed lectures and syllabus,1,AppStore,Unacademy,whenever i play some lectures from the past the app starts to hang and the app stops responding my app is updated still this problem please fix this problem asap else wont be able complete missed lectures and syllabus,-0.6542,Negative,2
I purchased a banking plus course and they fired the teachers after 5 months and my syllabus isn’t finished at that time and the substitute teachers are not that great and personally I purchased that course for those two teachers but they got fired,1,AppStore,Unacademy,i purchased a banking plus course and they fired the teachers after  months and my syllabus isnt finished at that time and the substitute teachers are not that great and personally i purchased that course for those two teachers but they got fired,-0.8536,Negative,2
Worst experience ever,1,AppStore,Unacademy,worst experience ever,-0.6249,Negative,3
These unprofessional and irresponsible company removed the best teachers of banking just before the most important exams of 2023. you should be ashamed of yourself unacademy. We pity you.,1,AppStore,Unacademy,these unprofessional and irresponsible company removed the best teachers of banking just before the most important exams of  you should be ashamed of yourself unacademy we pity you,-0.6378,Negative,2
