content,score,source,app
the app is not good because i see it has not any demo class or its have not live class so students don't install it because it is waste of data and GB yeah ! i hope you don't choose this app for study . you must be choose offline classes and i choose in first time for my brother so i think it is good but then i open the app and it has much your information so please extremely request you all not choose this app for study. 🙏,1,PlayStore,Vedantu
I Love Vedantu Notes,5,PlayStore,Vedantu
excellent app for learning,5,PlayStore,Vedantu
v very nice 👍🙂👍,5,PlayStore,Vedantu
excellent teaching,5,PlayStore,Vedantu
this is very usefull to score good and full marks . and there are some test when wrote that test I realized that how I studied that chapter.,4,PlayStore,Vedantu
very bad,1,PlayStore,Vedantu
Very good app for students,5,PlayStore,Vedantu
nice,5,PlayStore,Vedantu
the updated version is very bad compared to past becoz I couldn't see seperate test icon and once I went to any subject after that I couldn't go back (no option provided there for going back) ...this is disgusting!!! please take my words into account resolve this issue as fast as possible....apart from this vedantu is a GEM💎,3,PlayStore,Vedantu
join vedantu for ur bright feature ❤️‍🩹⚡,5,PlayStore,Vedantu
very excellent app for free classes.available for classes 6th to 12th class . best app for iit preparation.jee also.,5,PlayStore,Vedantu
Good 😊💯,5,PlayStore,Vedantu
best app for students,5,PlayStore,Vedantu
it is good,5,PlayStore,Vedantu
nice app,5,PlayStore,Vedantu
👍,5,PlayStore,Vedantu
I love vedantu,5,PlayStore,Vedantu
"Recently joined vedantu. This has all the essential study materials required for the grades. Really helpful for revision. They also give you material like formula cheat sheets, running notes and sample questions for practice.",5,PlayStore,Vedantu
nice,5,PlayStore,Vedantu
very good but always asks us to rate...,1,PlayStore,Vedantu
very usefull for state board to cbse students 👏,5,PlayStore,Vedantu
good,5,PlayStore,Vedantu
It is awesome amazing,5,PlayStore,Vedantu
excellent,5,PlayStore,Vedantu
Batch chalu kar do neet kaa 2026,1,PlayStore,Vedantu
vanakam thala,5,PlayStore,Vedantu
very good app,5,PlayStore,Vedantu
some of the doubt solvers in instasolve don't have enough knowledge to solve doubt. otherwise batches are at similar level of other coaching and also be aware of the refund policies.,3,PlayStore,Vedantu
This app is best for learning and Very good teaching and this app helped me by NCERT solutions for Maths and Science,5,PlayStore,Vedantu
😍,5,PlayStore,Vedantu
very good,4,PlayStore,Vedantu
good,5,PlayStore,Vedantu
I liked ❤❤❤❤❤❤❤❤,5,PlayStore,Vedantu
Nice but need to know about the app pl put a video of how to use the app pl,5,PlayStore,Vedantu
pls don't use this app bcoz teaching is good but its full of technical errors and I am tensed attending class in this I'm hating it because of this issues that I face such as automating sometimes not able to attend quiz qns leading to losing in leader boards.anyways teaching is good,1,PlayStore,Vedantu
good,5,PlayStore,Vedantu
"It's quiet good.. It had live doubt solving facilities, self testing, and more more pyq from different books, fully needed material etc,",4,PlayStore,Vedantu
super app for students l like it,5,PlayStore,Vedantu
wow,5,PlayStore,Vedantu
I am a jee aspirant from vedantu hope with this platform I will reach my goal,5,PlayStore,Vedantu
I like,5,PlayStore,Vedantu
I have joined vedantu for my 12th boards. the teaching is so clear and the materials are very useful...,4,PlayStore,Vedantu
good experience with vedantu,5,PlayStore,Vedantu
i really like it,5,PlayStore,Vedantu
better,1,PlayStore,Vedantu
"this app is very good it also provides us tests , solve our doubts and it also provides us important que in short this is very helpful and I loved it",3,PlayStore,Vedantu
good,5,PlayStore,Vedantu
good,4,PlayStore,Vedantu
just I love it,5,PlayStore,Vedantu
it was first app to download the every subject worksheet,5,PlayStore,Vedantu
Hindi medium is Available on this app,5,PlayStore,Vedantu
It's actually working thing to success the way vedantu teachers are helping if we have any doubts is also so good It actually helps for achieving goals,5,PlayStore,Vedantu
it is very good app for study,5,PlayStore,Vedantu
this is a very bad app i didn't liked it it takes so much permission for scholarship test 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,1,PlayStore,Vedantu
I think it's better than others.,4,PlayStore,Vedantu
very perfect and motivating app for every dreaming student,5,PlayStore,Vedantu
it's awesome,5,PlayStore,Vedantu
"it a nice platform for asking about doubt , specially for difficult subject like english , maths and science and concepts get easily cleared by seeing visually animated videos.",4,PlayStore,Vedantu
it's really too good,5,PlayStore,Vedantu
good,5,PlayStore,Vedantu
super class and master teachers eplains you in a great way for understanding for slowlearner,5,PlayStore,Vedantu
good,5,PlayStore,Vedantu
manthan batch fantastic marvellous infinite star teachers are fantastic teaching behaviour fantastic 😍 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,5,PlayStore,Vedantu
it t very interesting app,5,PlayStore,Vedantu
It's really good,5,PlayStore,Vedantu
I really like it,4,PlayStore,Vedantu
because of it good and I like it so much it is so easy and very nice,2,PlayStore,Vedantu
just amazing 😍,5,PlayStore,Vedantu
very good app,5,PlayStore,Vedantu
it's really very useful and best learning center I have seen the teachers are very experienced teachers their teaching is awesome I am lucky to have in vedantu,5,PlayStore,Vedantu
it is good online app for studies,5,PlayStore,Vedantu
I love 😘 vedantu,5,PlayStore,Vedantu
I am very proud of this app,5,PlayStore,Vedantu
I think this is my right choice to choose it,5,PlayStore,Vedantu
amazing,5,PlayStore,Vedantu
ok,5,PlayStore,Vedantu
good app for students,5,PlayStore,Vedantu
wonderful app,5,PlayStore,Vedantu
I have really loving vedantu as a new student vedantu is very easy and it's a best platform for students as compared to another platforms as vedantu app features are very easy to use and they are very helpful for the students,5,PlayStore,Vedantu
very good app for students while studying,5,PlayStore,Vedantu
super very helpful 😁,5,PlayStore,Vedantu
👌,5,PlayStore,Vedantu
good for learning,5,PlayStore,Vedantu
Awesome,5,PlayStore,Vedantu
it is best,5,PlayStore,Vedantu
"I loved the sessions & enjoyed the learning, this was the first online based classes I have attended but missed soo many things still learning!!.. 😅😎",5,PlayStore,Vedantu
I like each and everything in this vedantu...also the mentors are the best ...and their teaching was like extremely good 👍😊 thankyou vedantu...and Iam confident because of their teaching,5,PlayStore,Vedantu
Useful good,5,PlayStore,Vedantu
Iam a student of vedantu. My name is automatically changed and I put the request to change the name 1 month ago but there is no response,1,PlayStore,Vedantu
"best learning platform, which could really change your career",5,PlayStore,Vedantu
I loved vedantu because teachers are telling very nice average students are also understand the concept,4,PlayStore,Vedantu
"excellent teachers.... best teachers are teaching from india i love shimon sir for math, Raja thangaya sir for chemistry and they are really amazing",4,PlayStore,Vedantu
I love this app a lot this app is too good other apps ander her teachers are too good and her behaviour are too good and this app provides app boards like cbse state board etc all board are available in this app and this app skills are very good really appreciate app I like and I am shared this app information for all off you you suddenly download this and Start the study with good teachers i. recommended this is very good thanks!,5,PlayStore,Vedantu
🖤..💯,5,PlayStore,Vedantu
BÉST APP FOR LEARNING,5,PlayStore,Vedantu
I love to learn in Vedantu with my favourite teacher they teach very good it is very useful for my studies after I seeing the Vedantu my studies improve alot,5,PlayStore,Vedantu
Very good,5,PlayStore,Vedantu
extodinary,5,PlayStore,Vedantu
"It's a great learning platform.The teachers of this organisation made much more effect for the students to learn,while other teachers tries for the students to score only marks",5,PlayStore,Vedantu
Its really very good and have every pdf detailed and also we can understand all the notes in that and also Vedantu NEET TELUGU channel helped me a lot and KRD mam classes was very good and I have improved my physics becz of KRD MAM......thank you soo much for this much good platform......,5,PlayStore,Vedantu
fantastic,5,PlayStore,Vedantu
"THANKS ALOT vedantu telugu master teachers ( KRD MAM ,NAVEEN SIR AND KIRAN SIR ) for making my journey more effective 🙏🙇🙇",5,PlayStore,Vedantu
good,3,PlayStore,Vedantu
ok,1,PlayStore,Vedantu
good it for learning,5,PlayStore,Vedantu
good,5,PlayStore,Vedantu
vedantu app is very very helpfull because there have all of the solution of cbse books I love the app... 😊,5,PlayStore,Vedantu
this app is v.good but so expensive,3,PlayStore,Vedantu
video quaility bad,1,PlayStore,Vedantu
"What kind of review you are expecting as parents,I am really disappointed yet my son has not recieved the book ,the curior has delivered the fake person,after enquiring from past 1 month still you all have not taken any action,and in this way my child carrier is demolishing.",1,PlayStore,Vedantu
bad,1,PlayStore,Vedantu
well teaching staff 🤩,5,PlayStore,Vedantu
Super se uppar 😅❤️,5,PlayStore,Vedantu
nice,5,PlayStore,Vedantu
"I've been using the Vedantu app for a while now, and I'm thoroughly impressed with its features and benefits. The app offers live online classes for students from K1 to K12, covering various subjects and topics. Here are some standout features: - *Comprehensive Study Materials*: Vedantu provides free study materials, NCERT solutions, and CBSE notes for different classes, making it a one-stop-shop for students.",4,PlayStore,Vedantu
good,5,PlayStore,Vedantu
good,5,PlayStore,Vedantu
so much good material and free of cost,5,PlayStore,Vedantu
very nice 👍👍👍,5,PlayStore,Vedantu
notes likhne ke liye achaa hai,4,PlayStore,Vedantu
good,5,PlayStore,Vedantu
very good,5,PlayStore,Vedantu
yes vedantu is the best app in the world,5,PlayStore,Vedantu
notes download option is not working properly,3,PlayStore,Vedantu
not giving reply,5,PlayStore,Vedantu
super super,5,PlayStore,Vedantu
👍,5,PlayStore,Vedantu
best but some tricky while seeing notes of particular class,5,PlayStore,Vedantu
"i took the manthan batch initially it was jee main+advanced, as jee advanced came around, they changed the batch title from main+advanced to only jee mains and I brought their jee advanced rank accelerator module it is trash without the jee advanced batch because it doesn't have solutions to every question as I asked about it, they said ' solutions are only given to those problems which are challenging ' what nonsense is this? it's a very subjective thing, only teachers are good in vedantu,",1,PlayStore,Vedantu
good,5,PlayStore,Vedantu
the crash course and the doubts solving are nice. the subject experts are also replying on time for my doubts.,5,PlayStore,Vedantu
No words about this app it is absolutely amazing 😻🤩,5,PlayStore,Vedantu
right platform for learning students,4,PlayStore,Vedantu
"worst don't waste your money, future and etc...please",1,PlayStore,Vedantu
soo useful,5,PlayStore,Vedantu
So Happy,5,PlayStore,Vedantu
"Really this app is very important and also useful for students who want to achieve there aims.It seems like it is a good starting of our journey . I didn't find any faults or other damages in it. We hoped,you showed and also we had a great confident with us.",5,PlayStore,Vedantu
best faculty in this platform.,5,PlayStore,Vedantu
"Worst app, no proper structure of lessons in course...",1,PlayStore,Vedantu
it is for free and telling so nicely,5,PlayStore,Vedantu
nice,5,PlayStore,Vedantu
i had my online course on 23-24 batch i got 521 mark but I didn't get the medical seat which is everyone's dream here... so I am repeating first time now...I had joined local areal institute which is not that much effective like our vedantu where i gained more knowledge ... still i don't have membership but they allowed me to access some of the pdfs ... Am very glad to have those precious 💎.. Thanx a lot to the Team of Vedantu,5,PlayStore,Vedantu
